user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
11296,20,Estándar,541.3,Colombia,Documental,2018-02-03,0
12398,39,Básico,464.8,Perú,Acción,2018-02-03,1
13692,18,Estándar,602.4,Uruguay,Thriller,2018-02-03,1
17549,53,Estándar,826.6,Perú,Romance,2018-02-03,0
16252,29,Premium,1348.8,Uruguay,Acción,2018-02-04,2
16803,37,Básico,838.2,México,Crime,2018-02-04,1
16029,40,Básico,543.5,Chile,Documental,2018-02-04,1
17807,50,Estándar,589.6,México,Documental,2018-02-04,2
14593,30,Estándar,1028.5,Colombia,Documental,2018-02-06,0
16391,24,Estándar,766.2,Perú,Crime,2018-02-06,2
15312,38,Estándar,397.6,Chile,Comedia,2018-02-06,0
12630,48,Básico,787.4,Colombia,Acción,2018-02-07,0
13021,30,Básico,271.2,Perú,Acción,2018-02-07,0
13691,18,Estándar,3047.7,Argentina,Crime,2018-02-08,0
16076,29,Básico,0.0,México,Drama,2018-02-09,0
14918,36,Básico,604.7,Chile ,Thriller,2018-02-09,1
13494,20,Estándar,450.1,Perú,Documental,2018-02-09,1
13954,38,Estándar,704.5,Argentina,Acción,2018-02-09,1
10843,32,Básico,382.4,Argentina,Romance,2018-02-11,1
13339,30,Estándar,989.3,Colombia,Thriller,2018-02-13,2
15563,42,Estándar,782.3,Chile,Drama,2018-02-13,0
15861,59,Premium,1101.0,Perú,Documental,2018-02-13,1
17805,29,Estándar,719.3,Colombia,Documental,2018-02-13,2
17670,19,Estándar,472.1,Colombia,Documental,2018-02-14,0
15429,23,Básico,289.9,Uruguay,Drama,2018-02-15,1
17220,20,Premium,1130.0,Argentina,ROMANCE,2018-02-16,1
12686,23,Básico,421.1,Colombia,Drama,2018-02-16,1
14272,32,Básico,1127.7,Perú,Documental,2018-02-16,1
16664,44,Básico,0.0,Argentina,Acción,2018-02-16,0
17594,43,Estándar,849.9,Colombia,Documental,2018-02-17,1
10149,22,Estándar,1692.4,Colombia,Acción,2018-02-17,1
14057,27,Básico,439.6,Chile,Comedia,2018-02-18,1
16030,48,Básico,277.9,Argentina,Drama,2018-02-18,1
13039,53,Estándar,1266.4,Uruguay,Acción,2018-02-18,0
17767,30,Básico,649.8,Perú,Crime,2018-02-18,0
17809,18,Estándar,1297.5,México,Crime,2018-02-18,0
13775,33,Estándar,557.4,Uruguay,Drama,2018-02-19,0
13892,21,Básico,164.6,Chile,Acción,2018-02-20,1
10919,32,Básico,110.2,Colombia,Acción,2018-02-20,0
14455,27,Básico,884.1,Perú,Romance,2018-02-20,0
13204,22,Estándar,862.0,Perú,Documental,2018-02-20,0
14973,38,Estándar,806.8,Colombia,Acción,2018-02-20,0
17087,41,Estándar,63.4,Perú,Comedia,2018-02-20,0
10795,44,Estándar,396.8,México,Comedia,2018-02-21,1
16346,36,Básico,431.3,Perú,Crime,2018-02-21,0
14887,36,Básico,706.5,México,Crime,2018-02-22,0
15184,45,Básico,595.2,Uruguay,Drama,2018-02-22,2
13791,19,Estándar,1175.8,Brasil,Romance,2018-02-26,2
16763,29,Estándar,836.0,México,Drama ,2018-02-26,0
10905,29,Básico,473.0,México,Acción,2018-02-27,1
11355,38,Estándar,716.9,Uruguay,Drama,2018-02-27,1
12654,27,Básico,1081.0,Chile,Drama,2018-02-27,3
14766,33,Estándar,872.8,Perú,Drama,2018-02-27,1
17712,46,Básico,1099.2,Argentina,Acción,2018-02-28,1
16322,39,Premium,1068.3,Brasil,Crime,2018-03-02,0
10290,48,Estándar,654.9,Colombia,COMEDIA,2018-03-02,1
16384,39,Básico,796.5,México,Thriller,2018-03-03,3
16956,54,Básico,682.0,Chile,Crime,2018-03-03,2
12937,54,Básico,233.8,Perú,Crime,2018-03-04,0
11190,29,Estándar,885.0,Brasil,Crime,2018-03-04,1
17597,31,Estándar,339.6,México,Drama,2018-03-06,1
11471,26,Básico,666.0,Uruguay,Acción,2018-03-06,1
12831,23,Estándar,503.7,Uruguay,Comedia,2018-03-06,0
16603,34,Básico,217.4,Perú,Documental,2018-03-08,3
12050,18,Básico,73.0,Uruguay,Acción,2018-03-08,2
12974,27,Estándar,520.9,Uruguay,Romance,2018-03-08,1
17977,26,Estándar,833.6,Perú,Crime,2018-03-09,0
12016,26,Básico,842.9,Argentina,Comedia,2018-03-09,0
13788,35,Básico,659.8,Colombia,Thriller,2018-03-10,0
12467,31,Básico,698.2,Colombia,Acción,2018-03-10,2
13040,48,Estándar,1249.6,Colombia,Drama,2018-03-10,0
15388,62,Básico,222.9,México,Documental,2018-03-11,0
10858,34,Básico,119.9,Chile,Acción,2018-03-12,1
15034,22,Premium,624.6,Perú,Thriller,2018-03-14,4
11881,27,Básico,452.6,Perú,Acción,2018-03-16,2
16841,21,Básico,495.8,Perú,Acción,2018-03-17,1
11698,25,Básico,688.0,México,Documental,2018-03-18,0
17267,43,Básico,229.6,Argentina,Drama,2018-03-18,1
15681,27,Premium,1314.6,México,Crime,2018-03-18,1
15533,29,Estándar,842.2,Brasil,Comedia,2018-03-18,1
12501,29,Estándar,545.8,Perú,Comedia,2018-03-19,0
11992,37,Estándar,1179.7,Argentina,Comedia,2018-03-19,2
16812,42,Estándar,696.4,Argentina,Romance,2018-03-20,1
14804,30,Estándar,632.7,Brasil,Acción,2018-03-20,0
16307,32,Básico,124.5,Argentina,Acción,2018-03-21,3
10183,58,Estándar,613.2,Uruguay,Romance,2018-03-21,0
10677,40,Estándar,441.6,Brasil,Acción,2018-03-22,0
14829,35,Básico,325.9,Perú,Comedia,2018-03-22,1
16110,42,Premium,1000.3,México,Acción,2018-03-23,1
14190,36,Estándar,966.8,Brasil,Drama,2018-03-23,0
14591,36,Básico,1059.7,Argentina,Drama,2018-03-24,1
14502,38,Básico,0.0,Argentina,Thriller,2018-03-24,1
14304,44,Básico,790.8,Argentina,Crime,2018-03-24,2
10744,23,Premium,509.1,Colombia,Crime,2018-03-25,1
11039,19,Premium,1373.7,México,Crime,2018-03-26,1
10224,29,Básico,616.0,México,Thriller,2018-03-28,3
16426,54,Básico,244.1,Argentina,Acción,2018-03-29,1
11439,36,Estándar,227.1,Perú,Acción,2018-03-29,1
16612,40,Estándar,1425.1,México,Documental,2018-03-30,1
16832,22,Premium,738.0,Uruguay,Romance,2018-03-30,0
11292,40,Estándar,199.7,Brasil,Documental,2018-03-31,2
14072,57,Premium,1437.0,México,Documental,2018-03-31,0
12767,43,Básico,535.6,Colombia,Comedia,2018-03-31,1
14202,29,Estándar,1204.9,Chile,Romance,2018-03-31,1
16311,24,Premium,738.7,Brasil,Documental,2018-04-01,3
17346,29,Premium,1109.4,Chile ,Crime,2018-04-03,1
13387,36,Básico,766.7,Uruguay,Crime,2018-04-03,1
12811,37,Premium,1423.0,Brasil,Documental,2018-04-04,0
12379,29,Estándar,1074.3,México,Documental,2018-04-05,0
16168,35,Estándar,1131.4,Brasil,Acción,2018-04-05,0
10483,22,Básico,2897.0,Argentina,Documental,2018-04-07,1
17822,45,Premium,1457.3,Argentina,Documental,2018-04-08,0
13948,44,Básico,0.0,Colombia,Acción,2018-04-08,2
15367,39,Básico,338.7,México,Romance,2018-04-08,1
17206,43,Premium,1247.8,Colombia,Drama,2018-04-09,0
16741,45,Básico,838.8,Perú,Drama,2018-04-10,0
15331,42,Estándar,574.2,Chile,Comedia,2018-04-12,1
10463,39,Premium,1091.4,Perú,Documental,2018-04-12,1
10002,28,Básico,401.0,Colombia,Crime,2018-04-13,0
17312,43,Estándar,785.7,Brasil,Acción,2018-04-13,2
17032,45,Básico,677.8,Argentina,Crime,2018-04-13,2
15187,41,Estándar,277.7,Argentina,Acción,2018-04-14,1
17965,32,Básico,776.4,Brasil,Acción,2018-04-14,5
14657,36,Premium,1402.2,Perú,Romance,2018-04-15,2
11464,25,Básico,579.0,Uruguay,Romance,2018-04-16,0
14361,25,Básico,1195.9,Chile,Comedia,2018-04-16,1
12183,36,Estándar,723.6,Colombia,Thriller,2018-04-17,1
16184,54,Premium,922.0,Colombia,Comedia,2018-04-18,0
16922,38,Básico,651.0,Perú,Comedia,2018-04-18,0
11601,37,Básico,371.2,Perú,Drama,2018-04-18,0
12232,40,Premium,385.7,Perú,Crime,2018-04-18,0
13195,40,Estándar,611.8,Chile,Acción,2018-04-18,0
12477,50,Premium,712.8,México,Documental,2018-04-20,1
11963,25,Estándar,499.3,Chile,Drama,2018-04-20,0
13753,49,Estándar,957.5,México,Crime,2018-04-20,0
13284,23,Premium,634.7,Perú,Drama,2018-04-21,0
17698,38,Básico,484.1,México,Acción,2018-04-22,1
14576,35,Premium,1086.0,Uruguay,Drama,2018-04-23,2
15937,44,Básico,141.4,Uruguay,Thriller,2018-04-23,2
11974,58,Básico,479.0,Argentina,Drama,2018-04-26,0
14170,58,Estándar,986.0,Perú,Thriller,2018-04-26,0
12306,29,Básico,280.5,Argentina,Drama,2018-04-27,1
10829,24,Básico,976.7,Uruguay,Acción,2018-04-28,0
16205,35,Premium,1156.4,Chile,Crime,2018-04-28,2
17391,29,Básico,3309.4,Brasil,Comedia,2018-04-29,2
11104,20,Premium,776.0,Perú,Acción,2018-04-29,0
11230,32,Básico,482.8,Perú,Romance,2018-04-29,0
17240,33,Estándar,1002.4,Colombia,Drama,2018-04-30,0
14089,48,Básico,114.2,Uruguay,Documental,2018-05-01,0
16909,21,Básico,877.4,Argentina,Thriller,2018-05-01,0
16855,53,Básico,559.1,Chile,Drama,2018-05-01,0
14142,48,Estándar,1081.3,Colombia,Drama,2018-05-01,0
13146,25,Premium,1119.8,Perú,Comedia,2018-05-02,0
10014,45,Estándar,1104.6,Perú,Acción,2018-05-03,1
17446,34,Básico,232.8,Perú,Romance,2018-05-04,2
11622,38,Básico,3978.8,Argentina,Acción,2018-05-06,0
15414,59,Premium,840.0,Colombia,Romance,2018-05-07,0
14321,20,Premium,998.6,Perú,Comedia,2018-05-07,0
12150,37,Básico,927.4,Argentina,Romance,2018-05-08,1
17565,36,Básico,506.3,México,Drama,2018-05-08,0
17276,26,Básico,855.5,Chile,Drama,2018-05-08,1
15536,40,Premium,1155.5,Uruguay,Romance,2018-05-08,1
10741,38,Básico,628.7,Chile,Documental,2018-05-08,0
11496,40,Básico,3756.6,Chile,Comedia,2018-05-08,0
16496,41,Premium,1495.8,México,Drama,2018-05-09,0
10237,40,Básico,921.4,Argentina,Crime,2018-05-09,2
13076,39,Premium ,1295.8,Perú,Thriller,2018-05-10,0
16332,29,Estándar,785.7,México,Romance,2018-05-10,0
12783,33,Básico,318.7,México,Acción,2018-05-10,3
17292,41,Básico,2994.7,Uruguay,Romance ,2018-05-10,1
12496,48,Estándar,760.0,México,Acción,2018-05-10,0
16502,19,Básico,783.4,Uruguay,Documental,2018-05-11,1
10013,43,Premium,1584.0,Argentina,Documental,2018-05-11,0
12827,43,Premium,1127.1,Uruguay,Documental,2018-05-12,0
12164,38,Estándar,462.1,Chile,Crime,2018-05-13,1
15205,46,Estándar,799.4,Colombia,Thriller,2018-05-13,0
17122,46,Premium,1185.8,Perú,Comedia,2018-05-13,1
16954,37,Estándar,307.7,Argentina,Documental,2018-05-13,0
13543,55,Premium,1064.7,Brasil,Comedia,2018-05-13,0
14248,33,Estándar,700.4,Uruguay,Comedia,2018-05-13,1
10984,31,Estándar,872.2,Argentina,Crime,2018-05-14,1
16016,53,Básico,933.8,Perú,Romance,2018-05-14,0
13516,25,Estándar,1177.9,Perú,Acción,2018-05-14,1
11413,35,Básico,1046.9,Perú,Comedia,2018-05-15,0
14545,33,Básico,258.2,Colombia,Drama,2018-05-16,0
14302,36,Estándar,539.6,Chile,Romance,2018-05-17,0
11322,33,Estándar,448.8,Brasil,Acción,2018-05-17,0
12837,22,Estándar,964.7,Colombia,Drama,2018-05-18,0
15867,20,Básico,733.8,Colombia,Acción,2018-05-18,0
13009,38,Básico,580.9,Uruguay,Thriller,2018-05-19,0
17821,29,Estándar,338.7,Uruguay,Drama,2018-05-20,0
16600,33,Estándar,681.7,Argentina,Drama,2018-05-22,1
14101,35,Básico,1070.0,Chile,Acción,2018-05-22,1
14419,34,Básico,523.4,Perú,Acción,2018-05-23,1
16206,30,Premium,834.7,Colombia,Drama,2018-05-24,0
13900,42,Premium,1023.9,Colombia,Romance,2018-05-25,0
17682,33,Estándar,842.2,Perú,Documental,2018-05-25,2
14665,37,Estándar,1172.4,Brasil,Acción,2018-05-25,0
17248,54,Estándar,869.0,Argentina,Documental,2018-05-26,0
17147,42,Básico,336.4,Argentina,Documental,2018-05-27,1
17963,42,Estándar,652.4,Chile,Documental,2018-05-27,2
15876,40,Básico,952.2,Argentina,Comedia,2018-05-28,1
10437,24,Premium,648.8,México,Drama,2018-05-28,0
11212,49,Básico,1256.9,Uruguay,Comedia,2018-05-28,2
12624,47,Básico,744.8,Chile,Comedia,2018-05-29,1
17328,32,Básico,1235.3,Perú,Documental,2018-05-30,0
13315,26,Premium,1127.1,Chile,Romance,2018-05-31,0
17120,62,Estándar,1174.3,Perú,Comedia,2018-05-31,2
17978,26,Básico,0.0,Brasil,Documental,2018-06-01,1
12076,39,Premium,1127.1,Brasil,Romance,2018-06-01,0
11180,21,Estándar,1029.0,Colombia,Drama,2018-06-01,0
17996,36,Básico,570.9,México,Drama,2018-06-01,0
12620,42,Estándar,706.8,Colombia,Acción,2018-06-02,0
11389,45,Básico,362.8,México,Acción,2018-06-02,3
14817,49,Básico,850.0,Uruguay,Documental,2018-06-03,0
14483,19,Premium,1339.0,Colombia,Documental,2018-06-03,0
17307,60,Estándar,1009.0,Colombia,Thriller,2018-06-03,0
16651,47,Básico,473.2,Chile,Acción,2018-06-03,1
15847,48,Estándar,601.4,Argentina,Drama,2018-06-04,0
14762,29,Estándar,1209.9,México,Acción,2018-06-04,0
17901,34,Estándar,532.2,México,Drama,2018-06-04,0
15370,36,Estándar,1098.7,Uruguay,Comedia,2018-06-05,1
17636,56,Estándar,963.0,Perú,Crime,2018-06-05,1
14184,30,Básico,415.2,Colombia,Crime,2018-06-05,0
11981,26,Premium,885.9,Perú,Documental,2018-06-06,1
10504,40,Estándar,223.3,Brasil,Romance,2018-06-06,0
16986,35,Básico,0.0,Perú,Documental,2018-06-07,3
14493,44,Estándar,956.1,Uruguay,Romance,2018-06-08,1
10474,23,Estándar,1315.6,Argentina,Drama,2018-06-08,1
12440,27,Estándar,554.8,Brasil,Comedia,2018-06-09,0
15726,42,Básico,674.8,Brasil,Thriller,2018-06-09,0
16996,25,Básico,494.8,Argentina,Thriller,2018-06-10,0
11818,39,Básico,1005.8,Uruguay,Drama,2018-06-10,0
15669,45,Estándar,788.0,Chile,Drama,2018-06-10,0
12926,23,Básico,508.6,Chile,Thriller,2018-06-11,1
16432,33,Básico,376.4,México,Acción,2018-06-11,0
14878,26,Básico,735.1,Perú,Documental,2018-06-11,0
11319,25,Básico,0.0,Colombia,Comedia,2018-06-11,2
17946,31,Básico,805.0,México,Acción,2018-06-11,2
14909,34,Básico,789.1,México,Crime,2018-06-11,0
16833,29,Básico,270.6,Colombia,Drama,2018-06-12,0
15270,34,Básico,505.0,Chile,Comedia,2018-06-13,0
15597,20,Básico,132.4,Brasil,Drama,2018-06-13,1
13794,43,Básico,685.2,Perú,Crime,2018-06-13,2
10447,27,Básico,523.9,Colombia,Acción,2018-06-13,0
10740,27,Premium,1163.3,Chile,Comedia,2018-06-14,1
11043,29,Premium,552.2,Argentina,Thriller,2018-06-14,1
15580,29,Básico,763.3,México,Comedia,2018-06-15,0
16535,80,Estándar,356.8,Uruguay,Documental,2018-06-16,0
11800,32,Básico,1065.3,Chile,Comedia,2018-06-18,0
17775,39,Básico,336.9,Perú,Thriller,2018-06-18,3
12305,29,Estándar,1185.5,México,Romance,2018-06-18,0
10785,27,Estándar,1275.9,Colombia,Acción,2018-06-18,0
16671,29,Premium,3984.8,Brasil,Acción,2018-06-18,0
13534,29,Básico,681.9,Colombia,Acción,2018-06-20,1
16974,29,Básico,402.0,Colombia,Documental,2018-06-21,0
10444,18,Básico,666.4,Perú,Acción,2018-06-21,0
12081,38,Básico,796.1,Chile,Acción,2018-06-21,0
16392,43,Básico,146.6,Argentina,CRIME,2018-06-22,2
16366,38,Básico,124.0,México,Thriller,2018-06-22,2
12566,32,Premium,714.5,Argentina,Acción,2018-06-22,0
15995,37,Básico,676.5,Brasil,Romance,2018-06-23,3
11696,30,Premium,780.9,Chile,Comedia,2018-06-23,0
14434,36,Básico,316.4,Perú,Romance,2018-06-24,1
14081,22,Estándar,713.4,Chile,Thriller,2018-06-24,0
13096,41,Premium,957.9,México,Romance,2018-06-24,0
17982,39,Básico,401.2,Perú,Crime,2018-06-25,0
15661,39,Estándar,898.8,Chile,Romance,2018-06-26,0
10048,26,Básico,822.8,Perú,Comedia,2018-06-27,0
11490,42,Estándar,3622.4,Perú,Acción,2018-06-27,1
11912,20,Estándar,953.4,Chile,Crime,2018-06-28,1
11170,38,Básico,671.3,Argentina,Comedia,2018-06-28,1
12045,27,Estándar,842.2,Perú,Documental,2018-06-28,0
12079,30,Básico,60.9,Brasil,Romance,2018-06-29,0
13971,44,Estándar,349.0,Brasil,Documental,2018-06-29,0
15338,49,Premium,1309.4,Uruguay,Acción,2018-06-29,0
16493,38,Básico,1284.5,Perú,Acción,2018-06-29,0
17335,30,Premium,1364.6,Brasil,Romance,2018-06-30,1
13891,33,Básico,784.5,Chile,Crime,2018-06-30,2
10518,35,Estándar,812.3,Argentina,Romance,2018-07-01,1
12844,37,Premium,1585.5,Uruguay,Documental,2018-07-01,0
12061,38,Básico,839.1,Argentina,Acción,2018-07-01,0
14385,45,Estándar,720.3,Colombia,Thriller,2018-07-02,0
13384,31,Básico,753.5,Brasil,Drama,2018-07-03,0
16750,22,Básico,478.5,Argentina,Thriller,2018-07-03,2
11388,21,Estándar,1309.3,Uruguay,Thriller,2018-07-05,0
12439,48,Premium,1640.6,Colombia,Acción,2018-07-05,1
12406,23,Básico,473.3,México,Comedia,2018-07-05,1
12774,36,Básico,1059.5,Uruguay,Drama,2018-07-05,1
17214,20,Básico,658.8,Argentina,Comedia,2018-07-06,1
11667,30,Estándar,147.9,Argentina,Acción,2018-07-06,1
10910,22,Premium ,1417.6,Chile,Crime,2018-07-06,1
12308,29,Básico,812.7,Colombia,Acción,2018-07-06,1
15398,42,Básico,1013.6,Chile,Drama,2018-07-06,0
15080,31,Básico,892.6,Argentina,Acción,2018-07-07,0
10063,35,Estándar,935.6,Chile,Romance,2018-07-07,0
12970,44,Básico,426.9,Perú,Thriller,2018-07-07,3
14917,26,Estándar,930.8,Perú,Thriller,2018-07-07,0
17341,43,Básico,740.4,Chile,Drama,2018-07-08,0
13920,23,Básico,388.0,Chile,Comedia,2018-07-08,1
13894,45,Básico,259.6,Colombia,Comedia,2018-07-08,2
14968,42,Premium,1306.4,Brasil,Drama,2018-07-08,0
11231,40,Estándar,1185.3,Perú,Drama,2018-07-08,1
13643,28,Básico,761.5,Argentina,Drama,2018-07-08,1
10591,33,Básico,694.2,Perú,Romance,2018-07-09,0
15596,37,Estándar,583.5,Chile,Documental,2018-07-10,1
15098,37,Estándar,876.1,Perú,Acción,2018-07-10,0
13103,25,Estándar,1457.3,Chile,Romance,2018-07-10,2
15222,23,Premium,660.8,Argentina,Documental,2018-07-12,0
12879,31,Estándar,876.0,Argentina,Drama,2018-07-12,0
12094,48,Estándar,314.7,México,Romance,2018-07-15,0
12005,28,Premium,1139.5,México,Acción,2018-07-15,0
16090,44,Estándar,286.1,Brasil,Acción,2018-07-15,0
14830,38,Básico,394.1,Argentina,Drama,2018-07-17,1
14282,47,Estándar,1189.9,Perú,Drama,2018-07-17,0
15112,45,Básico,1038.3,Uruguay,Comedia,2018-07-18,1
13012,21,Estándar,931.3,Perú,Comedia,2018-07-18,2
12388,43,Estándar ,917.6,Brasil,Comedia,2018-07-19,0
12842,44,Básico,842.9,Brasil,Crime,2018-07-19,0
14823,24,Estándar,1087.9,Brasil,Acción,2018-07-19,1
14041,34,Estándar,334.3,Brasil,Thriller,2018-07-20,1
17114,34,Básico,937.8,Argentina,Documental,2018-07-20,0
16699,25,Estándar,999.8,Colombia,Documental,2018-07-21,0
17001,23,Premium,1127.1,Uruguay,Documental,2018-07-21,2
14498,62,Premium,653.6,Chile,Drama,2018-07-21,0
16513,40,Básico,1008.2,Argentina,Acción,2018-07-21,0
11641,24,Estándar,917.6,Brasil,Acción,2018-07-23,0
14578,37,Básico,814.4,Brasil,Romance,2018-07-23,0
14343,46,Premium,832.5,Perú,Comedia,2018-07-23,0
14906,66,Básico,800.6,México,Drama,2018-07-25,0
10617,43,Básico,214.0,Uruguay,Romance,2018-07-25,0
15014,33,Básico,794.9,Chile,Comedia,2018-07-26,0
17394,25,Básico,0.0,Perú,Thriller,2018-07-26,0
17389,44,Premium,756.5,Argentina,Comedia,2018-07-27,0
14083,45,Estándar,768.6,Perú,Thriller,2018-07-27,2
11440,38,Básico,0.0,Colombia,Crime,2018-07-27,1
12389,38,Básico,1232.3,México,Thriller,2018-07-27,0
12361,27,Estándar,1146.6,Argentina,Drama,2018-07-27,1
10287,40,Estándar,286.6,Perú,Thriller,2018-07-27,2
14547,25,Estándar,751.1,México,Comedia,2018-07-27,2
10414,46,Estándar,1015.5,Brasil,Thriller,2018-07-28,0
12408,36,Estándar,825.3,Brasil,Comedia,2018-07-29,0
12485,35,Estándar,467.2,Brasil,Romance,2018-07-30,0
10927,24,Básico,246.0,Chile,Drama,2018-07-30,0
11573,44,Básico,470.3,Colombia,Thriller,2018-07-30,1
17694,20,Premium,1127.1,Colombia,Drama,2018-07-31,0
11094,54,Básico,1084.4,Uruguay,Acción,2018-07-31,0
13670,34,Básico,849.4,Brasil,Crime,2018-08-01,0
15830,25,Premium,1345.9,Brasil,Comedia,2018-08-02,1
10734,28,Básico,767.8,México,Drama,2018-08-02,1
16376,22,Estándar,600.2,Brasil,Crime,2018-08-02,4
11474,37,Estándar,1238.9,Colombia,Comedia,2018-08-03,0
13916,45,Básico,465.0,Chile,Acción,2018-08-04,0
17749,34,Premium,1345.8,Uruguay,Comedia,2018-08-04,0
12593,19,Básico,0.0,México,Comedia,2018-08-04,1
17667,31,Básico,500.4,México,Comedia,2018-08-05,1
17558,41,Estándar ,1168.1,Colombia,Comedia,2018-08-06,0
15190,19,Estándar,1378.1,Chile,Drama,2018-08-06,1
16800,48,Básico,277.7,Uruguay,Documental,2018-08-06,0
13492,49,Estándar,792.6,Colombia,Crime,2018-08-08,1
13135,37,Estándar,601.7,Colombia,Crime,2018-08-08,2
14709,27,Estándar,837.6,Perú,Comedia,2018-08-08,1
15229,22,Estándar,400.2,Uruguay,Crime,2018-08-09,2
17397,35,Premium,815.0,Brasil,Acción,2018-08-09,0
14724,39,Básico,131.9,Colombia,Acción,2018-08-10,2
16668,33,Estándar,1160.2,Brasil,Drama,2018-08-10,1
10263,33,Estándar,376.3,Perú,Romance,2018-08-10,1
16011,34,Premium,774.4,Argentina,Documental,2018-08-10,2
11086,42,Premium,1169.8,Chile,Drama,2018-08-11,0
15055,42,Premium,1159.8,Chile,Drama,2018-08-11,0
15460,49,Básico,1124.8,Argentina,Crime,2018-08-11,0
16758,32,Estándar,1035.4,Uruguay,Thriller,2018-08-12,1
14349,36,Premium,1234.4,Brasil,Drama,2018-08-12,0
13764,44,Premium,1127.1,Uruguay,Romance,2018-08-12,1
11671,19,Básico,809.5,Brasil,Drama,2018-08-13,1
13840,32,Básico,407.4,Brasil,Romance,2018-08-14,2
17117,28,Estándar,782.8,Perú,Thriller,2018-08-14,2
17932,27,Premium,1170.6,Perú,Acción,2018-08-15,2
12268,19,Estándar,692.2,Chile,Thriller,2018-08-15,0
11233,39,Básico,531.1,Perú,Documental,2018-08-18,0
16655,24,Básico,531.1,Uruguay,Romance,2018-08-18,2
15672,38,Estándar,441.7,Chile,Acción,2018-08-18,2
10100,42,Estándar,757.4,México,Acción,2018-08-18,2
